#NAME,CDd1,CDd2,CDd3,GIDd1,GIDd2,GIDd3,CPa1,CPa2,CPa3,GIPa1,GIPa2,GIPa3,DPa1,DPa2,DPa3,PPa1,PPa2,PPa3,CSp1,CSp2,CSp3,GISp1,GISp2,GISp3,DSp1,DSp2,DSp3,PSp1,PSp2,PSp3
Agmatine,95139.34232,11247.38841,3355.32772,4112.226669,8874.262853,2618.342732,1480.048779,950.2143247,94.73548638,800.3212641,974.9863382,695.9537618,181.4872083,199.1275283,345.8662257,221787.9129,127988.8267,75609.28919,1591.079649,1022.639399,847.8970569,3836321.823,4208206.602,3261222.276,8167.08607,416.92794,524.5104836,10914.90429,27639.45882,30932.83459
Ajmaline,3485971.404,12370416.97,6238166.02,1167508.836,589310.6988,4561281.468,4600176.328,4948732.899,6300349.266,5155826.193,2340427.235,3156018.941,1722006.964,2994487.694,682169.3411,7047225.723,5768110.455,2163817.46,1602271.797,4296151.209,5420736.61,8432015.104,9040432.046,7187098.25,1914543.439,2775409.673,1448743.209,2178462.036,11370502.21,1903321.717
Alliin,371073.3321,231251.4871,149923.3341,197738.3194,256956.6954,218657.734,190407.9777,179256.8726,136280.9166,177510.5498,232935.803,168316.3611,228600.2639,188039.6897,182797.8098,511170.1483,453554.9922,422081.6313,145335.6412,163622.7931,111764.7116,342395.1116,453031.8581,756077.6231,186799.8274,230732.6039,246168.0213,199043.0423,208269.6701,187585.1132
Aminopropylcadaverine,609382.2084,571137.8245,619798.5025,656005.9323,695806.3446,393859.0172,328235.6054,188133.7903,28565.93154,510153.9088,230689.0195,268416.0493,496795.0483,516831.8608,452240.0716,865955.4874,829223.9173,857816.5495,88538.60891,12200.96931,6560.33572,1595969.427,1190896.403,968257.0908,242607.4259,605155.4396,439883.6048,325476.8648,562704.8225,351774.2029
Anabasine,488848.6978,103160.3407,101705.8998,40361.03817,42017.55084,21659.39778,36833.70088,45227.96168,10176.54767,22097.00355,18265.34628,15764.79892,12974.51361,26394.429,13346.14751,69461.6151,36920.56734,136989.4703,4743.876635,39223.35622,36165.57812,74052.98947,80975.60704,57741.68167,34689.16169,27044.12234,15605.91745,20617.82079,73429.42627,664177.3835
Anatabine,118614.4614,178871.8354,85840.23213,34595.20498,41853.29476,150209.4913,37381.98276,17732.90975,29963.70494,46485.14031,67724.10463,42412.1607,16188.40206,40064.8115,14923.35818,136184.0959,88158.9304,185608.6632,14559.3452,20242.37699,20781.11776,85996.59963,67122.42243,27828.07768,36842.53052,89721.65039,60892.15162,52897.02898,24696.48525,105765.558
Ancymidol,43247.71782,118861.7356,43796.32255,43670.57616,15391.87783,8155.961966,5937.214038,5243.250039,4800.754382,15328.80692,11780.09795,7342.283374,7491.845661,4366.01614,4405.403967,29194.21469,38556.84357,13300.52284,7181.122336,3721.939684,5508.148194,81073.20162,101425.6798,55176.62154,6499.664564,9334.548367,7103.56409,8435.430979,11419.42005,9395.636025
"Androsta-1,4-diene-3,17-dione",64549.80756,64903.10205,95701.20075,176305.3725,318817.3145,347301.4797,7996.463692,6362.80207,4700.578017,7631.803906,8581.011009,8883.839734,9358.081018,8739.627335,6629.46415,16789.07999,11976.76377,13904.11581,3842.75122,6320.415088,3481.343694,15137.48124,21811.73281,16352.83259,6271.588666,8429.612342,6408.160683,12106.26023,12955.96975,12682.35757
Anisole,2118312.85,1604891.949,1110049.374,1029235.533,841232.1685,716818.8465,414414.0663,329901.394,160643.5328,411380.6891,179333.4002,238456.7675,624034.7165,537648.179,187571.0355,1837680.703,2793608.566,1952841.863,73954.71084,179400.9062,121941.4426,3008008.88,3728076.879,2891185.394,219610.5988,878289.9857,228895.1369,364797.4734,699031.9048,351009.5073
Antheraxanthin,15795.42916,358490.613,154920.1266,2932.236263,14279.08363,5274.388717,4378.545904,4421.879643,3762.678736,4203.397403,3656.312215,14229.50315,4092.968614,3437.75505,2565.244093,8120.599984,5639.63055,7477.637491,2681.854996,3097.910071,2547.396722,6162.843944,6535.0465,5714.287197,2738.410771,3054.280798,3574.466045,4251.467943,6401.708089,4370.905368
Aphidicol-16-ene,28356.01087,762829.9596,122968.832,13853.41957,7158.82551,9073.292192,5873.806546,5986.040521,6993.738164,7074.620813,7155.910988,7524.361088,6721.310247,5636.607721,4501.548344,11595.1095,10927.85786,10334.16297,4044.385541,4391.796544,4894.919717,13376.49297,12116.54091,11471.9237,5982.407076,7125.839965,5796.716454,7001.681988,8556.468649,11037.87086
Artemisinin,2771497.067,3153772.348,926647.0099,1153579.19,2431313.44,2376589.534,650164.1347,602601.6614,276439.548,599578.9815,687803.6767,539772.0633,1137628.936,603770.5112,295557.9424,2830226.576,944583.0319,2991443.069,339458.7168,375600.1028,261733.5712,1291566.591,3127624.043,2716736.649,1537853.833,1621836.871,548820.66,904098.7662,379239.049,2141966.405
Atropine,4170531.682,1784271.538,2003946.243,1552846.455,1305020.119,1555554.048,2206807.345,2116144.029,653946.0427,1777869.575,4984926.748,3256170.087,1809557.503,2576386.593,3032755.244,4513270.738,1272287.974,2857306.684,4503260.022,2805121.489,2414518.363,2746361.519,2669789.928,2103077.4,617494.9524,1184284.119,835827.509,2944848.915,1391753.781,2844167.211
Azelaicacid,5863205.519,6221987.653,3917779.352,2574836.328,1907904.397,2932933.069,1448429.575,1786530.56,805211.9403,2188233.366,2405733.994,1514527.982,2654414.777,1437666.032,905853.8069,6407186.3,7290478.971,7542862.649,296769.2789,472079.9947,631164.6877,7718549.643,7089146.271,5370861.456,1191750.862,2591595.507,1679434.304,1383132.667,509342.6879,1669811.286
Benzothiazole,61084.97555,56200.57295,26177.04344,7067.979129,18258.61641,9418.438633,6691.645581,5232.972276,5664.534579,6800.159554,16066.21886,6251.641985,11117.07115,16144.10071,5224.185788,136658.3528,152691.8334,107040.9699,10660.89453,4283.731029,7220.177925,195328.1557,188184.0754,567756.1484,5714.905433,8147.490462,5009.431892,5812.66508,12522.50299,14614.2025
Benzyl(2R_3S)-2-methyl-3-hydroxybutanoate,536203.2365,413033.1356,281526.5068,341672.9904,43360.56716,268400.9951,168879.6865,151590.5016,95703.38143,255281.8722,285410.1756,266886.9187,239586.9978,62485.55338,147903.1596,669623.4031,666809.6695,405284.3554,63171.12471,56465.48009,111210.9383,700628.2491,658331.5868,742142.5171,108107.8403,332367.3872,226794.5629,266653.2503,354149.9881,296897.1688
Benzyl2-methyl-3-oxobutanoate,24691.15275,135827.1554,63741.10937,3076.785134,5621.918852,7670.289467,3665.237261,2969.853542,3054.822623,2996.667756,3391.355752,3016.811287,3241.872621,2941.594107,2274.446396,6032.834001,5556.203707,5628.458864,2431.482878,1982.900154,2164.749168,7246.125254,6613.56761,6227.205865,2767.943312,3272.53369,2808.869219,3426.92213,3534.780121,4729.669695
Benzylamine,175801.4876,61813.55735,15936.23678,82736.583,63163.38955,29148.51432,11858.26185,6750.219729,2450.143096,25182.51757,22802.57375,29149.38913,38847.76615,11570.49412,36116.14465,276474.7931,331252.4483,78605.00838,5141.066125,4464.874404,8269.72155,341165.2754,494041.1673,246857.5953,10866.02243,24248.83248,6801.030942,6063.852925,91959.01035,9413.024605
Bis(4-ethylbenzylidene)sorbitol,48638455.55,118009230.8,25661842.86,29100468.8,38275252,30440272.93,14265983.09,21467272.34,10896081.18,22913412.79,12583698.32,19347759.97,26438564.35,30673620.34,18359500.47,65554569.41,72986074.4,46314945.87,8406056.641,5693652.979,8224643.562,83740438.41,78484325.65,40715969.42,20621751.59,31555826,20375326.32,31694826.4,56476282.83,46079807.45
Boldenone,1019417.647,395912.495,213033.0096,70760.95619,147916.7796,374378.3945,30004.42806,27255.336,24334.4618,30667.98016,24995.21595,26625.10987,30250.33257,34727.79976,20910.85507,76877.60502,62062.23563,54804.25294,17287.7535,27270.85889,25800.47106,60240.24435,75323.22527,89917.24278,27718.07028,56849.6641,26614.6819,41223.87435,44008.4922,37973.57332
Borrelidin,131101.4703,247373.4539,164354.8438,36942.64261,34344.25424,113218.1759,157507.1741,36905.95153,28518.31258,243509.3964,281544.0142,157727.7316,31702.91024,63658.96699,92762.57451,238590.5886,59525.32316,217915.8208,15000.20648,49720.51605,28887.33184,152147.0976,220456.67,145093.6373,42449.26414,101515.083,41239.18492,99584.70539,218102.6118,99809.45483
Botrydial,184939.5775,131190.9798,95451.4746,54493.98825,111293.0313,114542.2324,236880.1678,59306.64328,32287.0048,47819.12944,65762.7664,213203.1474,14778.82944,32140.77917,15173.70404,226500.0481,230470.2243,223021.4027,39854.10653,80250.23373,45036.80738,247667.1821,246180.8511,272420.6801,181925.0846,33843.36352,190320.4486,41423.93979,102341.2024,35234.94211
Butyl benzoate,148805.0669,330003.8351,281882.6192,210786.5357,198057.291,191246.5052,85465.43467,184408.8995,76684.46597,90309.37654,92493.4512,153872.4748,38687.21205,55986.61007,129936.4404,224202.273,59192.37081,951435.5278,95305.44672,158695.1053,24589.79059,328777.5867,17140.48147,18909.69978,78217.22554,206213.2769,303354.3859,158511.0375,212402.6319,174728.0063
C25-Allenic-apo-aldehyde,25680.45496,139395.1066,106707.1932,10182.14668,8553.572962,9415.415785,9246.330279,8088.718156,12705.24708,18728.04061,13294.91678,14657.72942,8694.192461,9230.823448,5676.812633,17118.68513,14250.80103,16230.91152,8217.934188,11070.35531,15952.66071,14617.04336,12990.23248,12975.57407,7331.446986,11103.52751,8118.209847,8441.01163,14986.45761,20488.65477
Cadaverine,68656.87563,11018.69478,32516.9047,132329.1397,43203.36794,134527.2663,99138.15413,82266.67762,75701.88257,30460.42828,47196.63207,81192.17873,27542.72304,18186.82269,67051.59922,143405.8327,36987.3623,35067.69437,53740.9815,19725.41283,35258.62592,101529.0684,115768.294,29383.48266,117355.9702,137672.5564,109846.4885,85967.25682,114614.9256,153464.1462
Capryloylglycine,531818.9883,180315.2243,40419.01206,23843.4116,57886.4659,9957.09154,27080.54818,9549.486526,5741.779878,34491.25182,13555.82389,35814.63943,8895.252576,24017.49167,51266.49034,1166700.929,794872.1288,193978.3524,23689.99148,9965.708232,22575.76886,268799.1915,561565.3945,338722.4006,26959.46715,13061.63384,6050.961961,9059.21953,109761.4575,27294.84396
Capsaicin,51436.74116,36764.12119,31222.89292,13819.85252,29187.4523,41316.43686,14946.67863,8283.43047,14434.04115,9913.211081,26332.13825,20742.30662,8874.537694,24088.25575,6283.484048,65564.48496,10169.58107,249300.5808,7914.332922,13456.47589,4710.143179,34022.49224,33448.3277,20751.12125,21140.92346,167092.7114,28312.71209,26374.60488,170753.3875,367246.3139
Carbofuran-3-Keto,11549.92363,4390.851767,2797.380894,566.9723329,538.3222441,248.5589121,443.6255989,366.2675675,525.4490797,892.1939325,241.206768,563.2658459,937.3548007,178.6210601,316.8053101,13086.47361,13835.9331,14415.84938,1552.206571,509.6672993,790.8769751,15459.8573,15216.26436,8547.95579,328.1012577,706.9864001,1620.799589,615.9703503,1107.213645,646.1205983
Catechol;1_2-Dihydroxybenzene,279510.9721,149089.154,81798.87475,80702.06675,88223.33811,86714.3446,33096.00558,20074.26921,18781.45844,14248.51237,70300.51434,30773.73799,103286.4548,14821.13676,59523.10268,308758.3195,1054561.753,586305.4387,17835.26432,17611.89542,6751.177771,746893.3492,459545.6686,569477.6623,60363.76004,88399.41066,27257.77042,100533.272,163924.108,123255.8339
Catharanthine,22620.72043,37618.75397,19357.63546,12309.60794,14809.01776,6612.402921,3712.479954,6239.285904,9803.830529,24176.31217,22120.98681,13412.29126,16880.47248,73957.45233,35587.20582,142221.2318,91697.27269,67322.04497,2412.281544,10555.0135,6885.542248,52535.0297,57799.50839,22724.60896,55450.90861,123249.6235,57478.46251,57423.02849,7849.154585,11753.79219
Cathinone,817608.0284,664154.1902,394920.067,26131.09181,36555.99229,1799.069976,8504.583963,12428.29628,3140.38215,9881.840021,10152.93114,11041.4686,6491.95162,5027.12071,5128.121821,348944.9476,294306.0124,211188.8598,21366.48394,4753.076012,9769.104465,273607.0873,213399.6506,282173.9281,18097.73756,28292.71063,18276.86279,5612.275874,5500.424095,13429.70329
Cetrimonium,236589.9508,78546.74869,166568.5048,180693.9709,134367.7265,128790.5225,152576.5246,291874.7384,141994.7819,181841.5321,227482.2883,204467.8157,158221.8815,134520.8331,58889.4307,654769.9439,77830.4419,60033.54022,252406.4338,387187.5842,399855.5977,489302.9175,539359.0167,38713.76973,183669.5694,114302.0076,108758.0618,161234.9652,105506.7141,316369.8585
chavicol,324097.1657,179623.9204,183236.6836,140068.8332,223576.6162,169849.1263,79440.24371,88806.87465,161602.8687,166098.4978,154237.1809,130592.0869,80912.64422,220691.9483,88679.77445,413541.1302,330168.9748,499794.5345,35186.56393,118633.7872,81852.61961,627480.6513,616516.4093,1612192.098,54801.12536,275032.7222,165913.3625,116392.3948,51782.44468,184336.104
Chitobiose,342142.0564,34437.3285,113488.0388,21889.39398,121614.4789,107693.1594,96205.28603,52237.39456,75480.59361,21026.475,103203.2913,119872.1476,62094.06897,100062.6618,9851.021781,279157.3956,40821.518,294015.8365,19012.31192,45507.00706,80238.97748,69097.18608,263394.0048,176663.034,51012.8482,129632.2404,99727.42955,14637.41658,402983.2516,117215.0258
chlorophyllb,35923.87094,40566.79395,54797.20671,54694.43862,26249.43171,43922.05682,34872.26817,36402.5787,24929.30177,13391.65594,7882.788109,20271.18935,53562.97635,48423.69308,27153.00906,9367.77746,23418.65192,20923.00283,34452.22439,28240.56829,23145.15206,15424.84201,7394.825788,10579.85329,57138.35554,36667.5838,39924.64579,16483.45078,21873.95244,29784.18588
Cinchonine;Hydrocinchonine,645541.8838,635094.0797,644901.4196,187358.2981,167104.5287,271118.1682,445655.6583,453083.6019,737597.3132,775994.425,440877.5578,1235735.858,544911.1851,984798.0463,474336.786,2842568.903,359819.2845,537547.0864,58058.9819,62631.52893,167920.0347,498884.0288,387122.1534,295893.9462,148430.1906,1707698.497,318105.0254,163500.4785,210906.4864,226710.5599
cis-4-Hydroxy-D-proline,459565.6526,186006.4071,201960.3847,65833.83802,94636.38279,52825.48795,39486.24489,10512.09954,13466.05808,31482.24412,121020.701,75977.94111,47227.29223,29738.66454,37966.1914,868945.3385,1122509.8,696527.799,72551.69823,8792.238326,6031.188995,62854.94676,1452880.526,77808.01646,76356.16656,36535.32892,41039.88156,89523.12809,53838.93727,40997.20853
cis-Zeatin,5136.790745,2688.587391,1324.557764,1212.011703,1432.667689,66731.02251,825.7055553,1324.85117,403.9838841,1040.343018,925.0319357,1358.387986,319.7903151,566.8540012,1011.063518,9019.139261,6892.918342,5150.797438,930.571493,405.1455108,1866.567353,10908.42662,10915.27941,7010.149872,1321.397509,1548.758642,1755.140244,1293.174335,3395.658852,2317.182185
