#NAME,CDd1,CDd2,CDd3,GIDd1,GIDd2,GIDd3,CPa1,CPa2,CPa3,GIPa1,GIPa2,GIPa3,DPa1,DPa2,DPa3,PPa1,PPa2,PPa3,CSp1,CSp2,CSp3,GISp1,GISp2,GISp3,DSp1,DSp2,DSp3,PSp1,PSp2,PSp3
Scopolamine,30639.70682,21432.69918,12309.08119,14276.33703,11752.65898,1457.668218,3677.592949,6361.587785,2384.22592,5959.074712,4807.215628,7458.169165,3500.030005,1473.386136,3831.04308,57034.94678,31650.97668,54102.80632,4551.638801,3859.673172,4153.183036,221965.2818,124866.197,178114.3388,13311.45329,39916.72406,9355.253885,2872.717614,6016.476357,4512.405442
1-O-coumaroyl-beta-D-glucose,142582.7743,147706.5892,97349.43017,64629.45718,76563.05251,83172.80982,50734.4822,44628.49243,31363.30511,67585.15029,47974.94381,53492.55827,56263.56302,62247.21098,69918.53148,128034.8454,135274.0237,221523.3718,11586.73634,25911.70907,32084.34852,232855.0328,199830.0322,175677.1089,25386.01761,196220.9776,131035.5124,60989.91289,127805.051,135138.9906
1-palmitoylglycerol;MAG(16:0),10790.17579,17821.94921,9757.382046,18835.74842,103084.6065,553678.5715,5234.549636,5695.982435,20017.29635,22116.1087,21198.82908,18587.00898,5233.82239,5343.612789,3601.546177,89384.54923,12898.42374,21006.07567,3798.595709,3865.338691,3644.616121,113834.5308,32719.67974,12223.15368,8657.072635,6113.448124,5781.818008,9136.994726,106556.3235,7773.330951
Gamma-L-Glutamyl-L-glutamicacid,538279.33,773263.3637,799200.2202,2048997.084,410743.6968,383675.2628,377459.4559,441676.9697,167989.4253,2271173.63,616790.4778,620881.4897,645764.8399,2430627.852,185849.4763,582553.0836,699156.771,505393.6687,440425.6913,544996.4947,302232.2731,442242.0516,489771.4241,613321.3485,398059.6279,519025.7429,279325.471,432923.3709,521777.3653,152335.7357
Trigonelline,1883885.384,1417115.247,667211.3298,5349.898906,1969.215998,6935.804338,410400.6539,258322.7169,39730.68229,68291.23721,81648.35452,89651.3543,4102.824656,6828.057988,9663.239273,53685062.97,34308737.73,13741199.3,33535.01551,23300.6505,2640.827846,372476.8745,634329.1662,1982596.406,293820.0408,10854.1868,40474.9597,8973.029657,44128.94934,39008.10158
trihomomethionine,4210919.694,1001287.441,204621.2654,3876.858805,4765.40745,130059.5448,2959.102784,4562.17038,2391.776082,3320.495816,1879.689804,4589.313359,5676.060886,27531.34124,6209.963716,40145.7846,23857.2617,120963.5241,115412.6653,51722.04416,164507.3651,116243.0032,159227.117,20538.921,176581.3637,4112.436093,121434.5176,45050.77632,316613.3924,3974.984593
(?)-a-Lipoamide,15015.12974,14148.56809,9285.661696,8246.801077,8325.209044,10838.9476,7326.920441,6466.370769,4038.838108,8831.950215,8367.447552,7093.332968,9452.493377,7099.985262,6324.435702,35811.24606,390940.8921,30565.54583,3367.860262,6637.643629,6221.170717,50991.75305,54451.52917,47663.52061,6240.374691,11386.47399,6658.431599,8965.902698,9503.474648,11995.81059
(-)-Isopiperitenone,1863781.943,3516465.013,860845.2261,473139.617,1029313.955,4426624.178,19349.96213,21848.02848,64404.83124,93596.15526,100305.6072,16995.33871,123684.446,116535.3344,65202.12972,232719.4269,289977.0262,215440.7955,21907.60368,102886.2944,37248.24145,357954.8519,358665.0531,270505.7521,32430.0737,133304.071,124904.4337,118856.9244,138358.6922,136910.1146
(-)-Jasmonicacid,6389397.177,3683176.672,1532051.544,1345703.584,1944048.234,1143413.299,297276.3231,553502.2104,308305.3177,650438.9686,698081.3947,921009.8109,2467907.487,821750.8048,640308.1779,3910471.784,2770186.928,5011649.205,231070.6777,288902.5493,273150.9613,6294692.448,4222916.366,4256335.492,646032.9001,1277846.278,1175140.701,538870.3774,284049.6694,1421781.06
(-)-trans-Carveol,332648.6414,152108.5219,221590.7001,176418.2166,120195.8892,136014.8913,37974.018,38050.67313,32828.49959,31491.68583,118058.0393,85797.89849,41151.48418,26254.17257,15407.02514,158850.3852,200482.1253,137073.8835,27502.80411,44653.33881,34466.68966,304889.9427,301108.9836,315202.587,28383.48787,36566.8265,27713.94826,59663.14634,46313.22301,84554.70449
(+)-Bornane-2_5-dione,647296.0306,306822.6888,480510.6615,280883.8304,170946.9562,188521.0317,480516.6454,397934.362,741037.7511,780768.795,786457.878,470639.9601,1024607.045,1723639.859,1114803.118,3334966.886,24351839.88,9022943.952,56899.44483,103167.6033,145992.622,580717.0488,625785.2967,653812.7702,123573.7199,330614.0585,168035.747,211733.2754,340599.6401,364309.917
(+)-exo-5-Hydroxycamphor,79392.51767,45087.56597,31338.1842,36742.78877,37180.95003,29978.59891,21972.27599,12299.89778,6204.607749,21620.90887,17516.48364,18637.68485,25010.73174,18295.35118,19398.79208,180315.563,151107.9816,71310.69281,14123.00542,12108.85192,5235.636893,227599.0065,151634.3366,74405.90434,25853.27359,27307.19386,26129.60706,25073.06375,26397.39559,27149.08702
(+)-N-Methylconiine,9355.796651,7899.899987,8120.922723,4073.837189,4535.585854,20048.54584,4050.592812,3779.904849,2893.397812,3409.650883,5148.971387,4003.440981,3613.549428,3328.256263,2572.769027,30028.63919,10797.30452,53141.22157,2298.40668,4138.241746,4062.968452,17621.94389,11248.51825,28243.55558,4079.220986,13156.66782,5145.771399,4934.423979,441919.0694,223889.5711
(+)-pinoresinol,17538335.01,15842263.38,15171095.91,42375462.97,4423934.932,4302140.156,3986000.391,861449.6458,2891456.392,4460168.218,9207934.465,6790875.237,4297899.649,5003604.728,10532859.26,29330315.72,9995251.434,18793801.84,2960418.492,3384495.641,4594220.525,11117089.21,56227351.87,11882717.14,14661141.52,14756096.67,9976976.548,7368117.533,13334441.37,6864212.034
(+/-)-6-Hydroxy-3-oxo-alpha-ionol,261555.305,279896.3459,111337.3054,288226.0925,222606.4686,139188.2793,60354.88342,146197.8221,75564.57614,90270.41641,87901.89383,146240.9829,179626.4026,76069.20606,53680.65896,533685.355,174642.175,390046.2181,18622.91542,14557.01465,43548.05292,312147.2287,285199.9372,630296.605,52357.0357,309941.4771,78976.07945,157026.8548,205577.1034,120487.5641
(+/-)-6-Hydroxy-3-oxo-alpha-ionone,1695389.901,3537319.179,1146425.052,441123.8896,543295.9587,743996.7133,317623.3347,135821.554,104324.7044,195096.1859,146380.9471,254206.9971,413027.4336,404337.6523,147737.3025,1521340.261,698647.2263,1246749.56,47726.34006,97573.51573,112387.6871,1007333.079,782099.6887,1495431.948,288206.8149,469563.2125,232620.9237,68919.81969,89084.39846,582559.9128
"(1S,2R)-3-Methylcyclohexa-3,5-diene-1,2-diol",250938.5883,269849.8571,168421.5544,98877.57,157307.3509,870731.0545,66573.59087,131837.3923,16328.75807,104473.2672,173515.7416,152399.5436,252983.9787,72457.49016,161794.7465,349956.84,289372.7383,311568.751,47757.39942,82833.67566,109386.1381,271476.1363,456713.4325,376347.657,75814.78054,251585.5818,86392.51814,122880.5434,318696.3622,225005.5598
(1S_3R_4S)-3_4-Dihydroxycyclohexane-1-carboxylate,125420.8844,125694.2216,89318.37921,33050.10595,55130.8686,65331.33278,28455.74518,37695.75231,9802.486113,69312.1677,35004.36044,36537.44112,49033.82356,46860.42402,20606.15941,164066.3141,176117.3787,154445.3998,15732.77335,26611.96327,10789.84667,304129.8474,196616.7465,72060.78982,28125.72725,54711.55522,31075.72687,24853.27908,30255.67509,78909.39019
(24S)-Cholest-5-ene-3beta_7alpha_24-triol,31145.99552,280452.3591,83787.24961,2946.151447,8796.248342,6089.325038,4479.776537,2010.358869,1739.278755,4331.421361,5134.879322,1706.623674,1704.740313,1510.288181,1464.067236,3643.60432,2918.766496,2938.95272,6935.90292,1828.698725,7630.034222,12618.72134,3884.155277,3291.524334,12192.95671,1748.538494,3465.667064,10506.26105,24790.74834,1578.546386
(2E_6E)-(10R_11S)-10_11-Epoxy-3_7_11-trimethyltrideca-2_6-dienoicacid,164040.0345,133326.5088,14101.73473,12183.77947,76120.43124,11646.26822,23186.8599,10146.44698,17200.72425,14041.7303,43812.04501,13605.62516,59077.61999,15432.17507,8495.933772,161046.3413,150845.7919,189924.1018,5642.758103,66487.69036,25376.97176,179845.5222,33024.91572,160635.5585,47123.53118,10774.19601,53646.77263,13013.81393,128453.3374,64938.44675
(2R_3S)-3-Isopropylmalate,5161.716886,5252.933078,2625.307715,1625.575967,1496.547937,1632.745568,26262.20949,17828.79601,13023.90156,21961.99952,9329.149604,9150.645015,985.1840851,1816.166655,14542.24015,15459.31046,33439.02393,52206.96629,10751.1011,4112.813825,3957.505786,71218.9457,39443.76466,203804.2396,8701.409555,2109.132567,678.766258,1466.159545,7408.457605,29224.52968
(2S)-2-{[1-(R)-Carboxyethyl]amino}pentanoate,224342.3095,10619.62559,24410.51783,1292.986768,653.7386094,1410.921125,4099.620698,1598.893376,3097.95463,2841.226147,2700.636782,1983.039835,844.6450025,563.0004416,1859.536083,14740.19098,65940.53233,328261.1025,5486.470939,2882.50889,2348.609298,358153.846,215697.446,305073.4263,1549.974435,3315.080244,2543.173755,2313.970619,5447.796387,1453.489772
(3S)-3_6-Diaminohexanoate,1044419.666,677393.0886,579460.3004,559492.6083,805161.6708,794388.103,468665.1188,523395.1807,504962.0598,478873.2776,502787.215,519252.7809,632451.3753,651241.2678,445022.5193,1129610.291,1035905.273,1096737.065,378849.6866,294457.3275,356494.6561,761521.0785,915667.4089,1279137.956,584126.2503,599076.0534,662440.7712,482776.9531,671402.3781,549980.7796
"(3S)-3-Methyl-5-[(1S,8aR)-2,5,5,8a-tetramethyl-4-oxo-1,4,4a,5,6,7,8,8a-octahydro-1-naphthalenyl]pentanoic acid",321887.1297,715521.3064,1339789.281,283291.658,380660.1752,565437.5025,26852.92996,36494.78265,178096.2743,119404.1852,188030.8268,208857.8629,46737.11254,78333.07067,51215.31481,272562.1113,134575.4555,319383.8438,192169.2936,201335.486,486804.3137,221380.265,257857.9497,187694.8372,15105.90668,319717.3303,115876.1655,94078.28156,243223.6941,195389.2374
(3S_4S)-3-Hydroxytetradecane-1_3_4-tricarboxylate,949855.57,733972.1769,494472.064,23308.04789,30001.04265,46554.54511,57970.34955,28132.8155,324105.977,55885.56158,87693.81689,141902.0914,20173.90781,23309.05416,15439.71257,566863.3055,279919.9387,70090.4655,216616.5189,477387.0992,882170.8886,864594.7343,689427.5878,411745.289,151299.9393,804280.7959,487130.7337,399028.0921,1611199.058,351739.3718
(3Z)-Hex-3-en-1-yl acetate,7745338.292,3460768.229,1271930.66,86958.96181,78120.53639,267175.1043,1760138.876,678764.1084,536817.7176,5156334.216,640220.1872,1976138.619,171686.7065,404203.8808,1942602.008,73731624.91,33808999.55,36036707.93,452645.1188,67890.64105,179819.335,3745983.501,3057635.321,1997627.764,587342.3214,245752.0615,454844.5822,426015.9642,1980281.807,290698.2808
(4E)-2-Oxohexenoicacid,21590.10024,15653.78386,13540.01825,5480.883045,4488.015786,18290.32826,16620.94585,8857.200012,5454.055966,11024.85138,6265.900234,5886.492321,9158.076587,3720.830878,7590.420971,27302.24363,118534.7622,331025.9283,17602.41986,21237.22908,14441.79529,445175.9942,88632.35374,219582.7309,6490.454389,12972.49216,3934.601313,65097.46833,38186.10913,19311.33046
(6S)-Hydroxyhyoscyamine,190648.9371,68091.38387,101841.1976,112658.8066,109386.9037,148198.4142,22088.45019,27097.41054,24946.50774,41504.88299,36933.46241,38364.06894,52542.99118,45119.2781,23926.4608,100338.7564,93019.4085,79265.44883,8774.76943,15980.6445,12254.07299,65671.75409,92686.34313,75276.43447,35788.39995,96868.58942,42571.40277,25499.30971,18292.78334,25034.29699
(7S_8S)-DiHODE,8408629.274,7198328.857,3964158.137,4158732.039,3793705.345,3215242.347,1774672.071,1962376.243,1733708.623,2585945.565,3847639.546,2891510.493,3165851.692,3123347.79,1738405.126,6913044.795,7068807.901,7488664.147,373866.1259,1306352.77,2173560.902,8971113.696,7124390.302,8913417.082,3558199.324,5727186.666,4941441.926,4918440.758,6790530.299,5015110.465
(9Z)-(13S)-12_13-Epoxyoctadeca-9_11-dienoicacid,1635780.723,3998497.88,2473127.347,612541.2658,472474.7919,811827.5665,16581.27701,25559.75939,43634.75167,57130.40525,66319.7435,69643.42761,32691.91693,41739.25604,22851.19985,112021.9753,138863.6643,188912.7742,19871.82733,43224.5065,127702.0661,460237.4593,271586.3934,157971.6496,50138.937,127463.7608,87943.0614,156579.2855,388388.4251,85093.34468
(9Z_15Z)-(13S)-12_13-Epoxyoctadeca-9_11_15-trienoicacid,324375.6986,260087.6622,256123.2492,28418.44993,18084.96367,26901.82319,11516.72127,16479.42559,27376.85573,18798.0404,19520.85671,17483.67663,33209.32269,19727.54524,9682.276354,116405.3135,50852.52659,86444.79298,45736.43309,92134.70799,95724.16995,3920956.715,3772169.689,2687971.249,41351.94366,241299.0129,156100.2874,134592.2596,172993.0259,84047.50562
(R)-1-Aminopropan-2-ol,4093.167484,1049.808358,2085.0383,678.9169578,1036.304396,335.9877163,17961.84679,89.56118385,762.8609994,7423.872192,3266.659804,1816.904041,151.6198861,71.72715851,130.4661748,8665.233505,6761.37525,2556.735858,179859.2565,974.2048449,6728.722171,8608.343338,9349.491105,7958.63253,37298.44151,29082.85683,5008.841062,16667.45371,37454.99037,303.5518815
(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate,3659225.938,23588746.25,4710794.258,47667.63763,53842.48815,50787.8976,99025.9725,87007.45162,458491.0846,105764.15,142615.9468,68344.92792,139609.2481,237282.9811,469369.0207,539538.6702,495540.6304,4030053.499,46193.52027,158507.7143,145308.3357,173688.5484,110440.9428,418932.984,48199.9901,108211.805,109686.4552,77633.70142,70224.55421,92906.18103
(R)-4-Dehydropantoate,612767.9339,80856.16806,116276.1846,3610.082068,3290.31426,15242.85044,36973.73426,7417.203947,3345.691122,6846.139429,5094.749987,3586.48176,3868.742233,2317.810401,2965.370117,135392.9264,160478.4843,548194.5441,37154.1453,26822.53581,61532.24186,922962.0075,783308.7564,414206.3256,17268.74157,11576.74003,32179.56255,26667.50866,60493.90607,25448.10626
(R)-Acetoin,384282.7965,16505.74851,6030.641659,422977.0752,395394.2359,672426.2109,9317.684642,3838.099774,4065.510824,6512.57519,50546.37298,141435.8135,5329.41519,5218.240997,7567.305492,30285979.87,16858876.84,214070.5226,4242.713153,14902.35387,8640.943933,339279.9646,618695.7972,394277.4269,22889.47218,245430.5194,94085.58579,7444.23894,25509.92619,276821.417
(R)-Pantolactone,5581391.064,6660115.22,1108202.621,2652882.913,3592442.076,3114468.233,1017705.42,1254899.074,405977.8387,1176117.41,1809493.254,2184317.934,2582356.017,2160005.359,834942.839,11016774.7,5595131.338,11151795.22,180278.2872,624531.255,225138.5401,5889201.877,5346197.137,3049201.906,380609.3675,4576739.078,2626281.293,1290783.792,3062909.845,896960.7265
(S)-1-Pyrroline-5-carboxylate,35952.06629,384190.7547,237487.5494,27217.18662,22447.90968,26608.12223,35057.33802,25936.60603,48479.30795,37923.86943,62954.8627,22081.58295,219841.9723,31476.20457,23302.44429,701746.0583,43485.51529,528652.8756,37543.74787,27068.8295,17521.5579,752708.4435,748250.9981,464124.5894,26252.2982,56023.39838,19717.09256,20692.34026,27158.64143,29849.97365
(S)-4-Amino-5-oxopentanoate,100214.7405,367167.8817,39472.90174,319855.8024,139935.5554,156.1193229,114898.58,105835.4159,123495.0012,119264.046,53104.36376,227948.0184,159828.9171,262809.4925,319025.0711,145022.2308,1524406.41,795158.5946,107403.7044,35960.34653,44069.68854,1971207.186,1907867.341,145.7749228,34446.50174,88390.53854,156419.2319,30649.87096,440338.547,352737.3238
(S)-7_8_13_14-Tetrahydroprotoberberine,29784.26939,26598.23528,19976.33145,21775.23628,15874.64893,21262.80919,45692.29675,42839.29769,20449.01479,23987.15523,27828.18459,13179.5629,59516.58899,21550.84106,28972.06905,107812.6725,163105.9051,57601.19718,16352.53348,14366.69517,40928.01277,63150.09551,266185.2238,26075.2992,41286.69165,96368.68918,42290.59451,47694.22056,18287.82637,74776.77739
(S)-Abscisicacid,900740.8337,751432.2687,86948.71368,440808.4841,167167.7234,110089.2358,272727.3944,291231.4336,87678.13092,130677.3712,342621.92,458743.6274,266393.0276,263644.9351,46525.51502,702956.6162,378782.0001,1301506.288,101997.0743,44756.25291,224035.9097,646438.814,875087.5976,325404.4233,201965.046,164984.2738,278865.7,531154.879,277610.6284,501387.9734
(S)-Carnitine,14686662.69,250442.8563,408203.2324,753152.456,1411113.868,2603432.084,22609.40563,7541.736833,35081.49888,243078.9985,127135.3852,20171.50975,14787.11209,106371.2514,37895.77563,14622664.72,12644508.73,3311401.224,874022.948,58436.31833,76762.17378,8047855.481,10826669.51,1327161.076,1493765.483,995428.0231,423462.3495,334897.8855,1100720.135,41970.29566
(S)-Methylmalonatesemialdehyde,25041.33443,9519.784806,6064.988194,2591.305717,1167.133894,1507.958004,1057.637798,1142.738361,1139.223647,1934.361416,1040.319556,1221.213998,2032.27448,789.2254015,686.8640842,28372.72112,29997.62067,34709.04585,3365.331676,2113.31006,1714.696604,40083.50047,32990.3103,31878.43171,1469.042839,1532.813847,6305.415086,2792.119504,3002.846739,2413.342373
[FA(16:2)]N-hexadecyl-ethanolamine,3744772.16,1566270.239,1356321.699,2046002.4,1036598.921,916173.6387,958203.0744,167104.9067,669629.0226,1272075.312,1383421.329,279564.5332,1375089.357,1062082.921,944114.489,4655127.072,3423205.496,3901167.423,429575.6315,664864.8735,233965.878,2598871.669,3963752.962,3139488.292,773536.5929,1770682.838,866724.4591,1258679.748,1873759.225,533775.403
[FA(18:0)]12R_13S-epoxy-9Z-octadecenoicacid,301572.848,296778.3679,193077.0304,37460.91219,38472.02254,36804.82603,14695.67834,17545.1968,34776.39913,37687.93134,39950.26532,47690.08253,24066.0028,33015.74828,17434.29454,100965.5689,117612.1539,100065.7939,165293.267,265294.1571,700155.3578,2103977.851,2144602.502,1235900.321,208014.1668,1798774.472,1408934.02,375519.5849,1354868.195,339019.0008
[FA(18:1)]9Z-Octadecen-12-ynoicacid,25830.0181,25689.93427,19649.70396,16045.37,20090.55007,65863.25929,11790.72102,9982.53865,27966.86756,13055.51145,14074.65459,45244.84235,11592.13469,15378.16423,15651.65184,125035.8274,82484.32087,111521.9531,31755.31813,42648.37684,89913.91928,285698.1945,202919.0139,155136.9159,9305.337631,154372.153,128687.6828,26290.83119,135244.7604,16130.58409
[FA(18:4)]6Z_9Z_12Z_15Z-octadecatetraenoicacid,1096639.028,1753134.586,773580.5208,155902.4729,165168.8105,69715.68608,12232.39588,18715.13476,11045.18706,63194.17366,32649.77123,53859.21653,22008.34076,14821.2576,14794.92607,92039.40165,26969.32833,176837.4178,20964.44249,6781.099811,21326.40407,209648.2391,312590.1199,225221.7712,48883.97315,169503.467,41850.77353,299988.6844,839704.947,227420.4271
[FA(20:0)]11Z-eicosenoicacid,153204.2119,47803.33863,38969.10652,114451.5793,81989.81258,49262.03584,73519.9836,34978.08361,15570.18528,41334.95878,54823.34863,79264.00484,104262.5525,81042.84078,91228.97216,203537.5539,173108.8023,232169.6514,55205.55725,47669.56902,35793.28521,178445.6841,217128.4614,190501.1597,72459.65757,156435.5227,67507.21182,89351.38256,75842.34524,28845.55424
[FA(20:3)]11_12-epoxy-5Z_8Z_14Z-eicosatrienoicacid,3507605.688,1625282.824,905388.5909,898718.4484,805434.8324,446998.1062,654509.1696,614210.9231,1905270.446,1039378.324,2291705.014,1159203.04,775058.635,1626082.188,445333.2823,5118347.634,3719932.359,9870877.353,162010.0983,89167.75929,831352.2143,1829382.542,1186188.782,2488514.683,513586.4178,1039721.752,538791.3218,532304.8361,986385.273,4552177.361
[FA(20:4)]17R_18S-epoxy-5Z_8Z_11Z_14Z-eicosatetraenoicacid,55723291.07,45182608.46,19970582.71,12248169.98,10021418.38,14242624.29,24761.82292,37911.98179,30752.94367,50204.71729,57602.7311,41142.05568,41964.72541,44283.81208,22963.01273,72086.5069,76969.83666,87023.45516,18066.87631,22789.98218,29335.07588,294431.2931,226442.1828,226158.5501,37985.17635,48498.66792,34662.73818,55955.32779,40179.68813,56578.6865
[FA(22:5)]7Z_10Z_13Z_16Z_19Z-docosapentaenoicacid,481441.4361,588480.4991,275321.3517,115824.3915,322848.6992,8963.229092,5135.377403,5510.797459,3886.677494,7240.113845,5570.546579,3204.592249,4533.962131,4978.118,4619.389357,19931.89899,17828.88618,43219.84819,2600.132663,3076.642017,4075.48394,14878.71307,13331.9886,48745.81118,13354.9938,6238.201236,3857.63117,4815.923737,6990.585549,9165.230201
[FA]O-Palmitoyl-R-carnitine,7918.743331,9168.471715,7732.16833,7593.512823,4713.914124,7589.17873,5548.907147,5024.829364,151886.4698,9820.827224,9123.836409,14189.0776,6383.503983,6533.483295,4614.220556,13907.50293,9232.006493,12336.46478,5439.206757,3895.151094,3674.413293,9727.062218,8532.07643,10428.67938,6242.735333,6105.731323,5273.254358,8395.313283,10265.78185,13177.55049
[FAhydroxy(20:3)]11_12-dihydroxy-5Z_8Z_14Z-eicosatrienoicacid,1843058.861,1007399.915,669199.6058,555911.9687,798302.1341,687590.8158,399580.6269,270976.0975,921097.2374,518580.2853,717578.3784,649146.9382,523984.0305,127452.303,196848.4073,1046053.547,1112433.16,1401520.776,708951.2588,875488.6627,1889848.152,3403008.122,4369842.799,2950991.653,320252.4783,2612756.357,1180891.692,1741318.526,2291601.237,797992.4708
[FAhydroxy(4:0)]N-(3S-hydroxy-butanoyl)-homoserinelactone,285860.402,222254.2257,141809.6995,10614.46054,11181.32179,114746.5422,19605.11824,13231.53506,25516.94374,8841.17831,9265.85871,8401.699918,111527.662,17410.47465,7505.28426,20541.07316,21660.16999,17628.35412,18646.81666,11898.63051,6816.416604,23634.97221,23306.34553,439734.7683,8308.86101,9937.721398,8595.249682,10306.87126,15207.43765,14868.29578
[FAoxo(6:0)]N-(3-oxo-hexanoyl)-homoserinelactone,385159.8899,258108.5086,157797.7706,168323.3141,273886.5152,225294.3127,76694.58766,63710.90831,15585.06606,103158.9246,83078.38771,71291.73005,209610.3115,123196.5246,97712.91251,455538.0058,280405.0331,390604.8469,31744.3727,63382.61404,28611.79535,423148.6174,368429.1969,327322.1152,153442.4688,235427.5699,151525.1393,144885.953,102914.8759,164737.9655
[PK]Chrysophanicacid9-anthrone,23495790.11,23373393.21,14201854.66,14848445.59,13662852.12,10373069.77,14161388.03,16801256.21,8742598.12,8041401.075,10427095.83,7786276.846,12902649.97,12752134.04,6398216.841,23138668.44,28588270.46,44189868.6,3566553.113,3384410.522,4831908.452,11363845.37,8834800.364,8999387.793,8483330.648,18873572.26,8319270.486,11715202.56,17474924.17,27749890.31
Artemisinin; ?Mass: 87.0205 Da],24333.13395,21996.81378,16496.79106,15318.69612,13565.27046,14905.99952,11284.4734,11359.35383,8685.049162,8865.754864,12168.97579,13210.78609,10781.85721,11017.4957,8263.162649,28740.55537,32628.41346,34089.24875,6191.268945,6131.835596,12198.30152,45933.26788,41844.88637,44274.8929,9305.080111,17395.52557,11870.76687,11691.63266,17840.20863,14859.32478
Mupirocin; ?Mass: 321.1313 Da],22151.52309,17021.31894,13005.01982,2887.884013,3732.74168,2893.396485,64532.38694,44644.5897,15171.66237,5335.776934,5571.994557,5656.930565,3125.26705,11212.14542,2212.339358,6919.785181,5770.058092,7628.835622,3527.490146,9625.675081,2634.075687,14428.07462,8161.439813,6826.280998,3253.25932,7431.043885,3719.640305,3630.368173,4472.971001,5973.552437
Narasin; ?Mass: 440.3140 Da],3013078.749,1999195.765,1121982.327,391578.6147,531313.9023,826442.5629,145157.985,241493.9179,297083.2052,560759.4997,164567.5844,624658.3189,636284.5521,239966.8318,639402.6482,741361.9261,668877.0788,424657.1352,72079.07118,303041.7742,279703.7005,427037.7873,462129.0138,465456.0924,544378.5691,979990.8733,195218.0122,333809.8926,1094230.469,908333.1347
[SP(12:0)]N-(dodecanoyl)-sphing-4-enine,529929.8145,281151.304,211558.2936,250050.4214,330793.949,194159.5523,277938.2774,205775.2912,230018.3534,267833.1473,306391.472,235775.3002,284164.0365,244158.5848,190500.1729,956470.8767,662714.8132,858615.9494,256935.5248,219975.7056,214597.1614,1079690.95,1123116.886,1019750.618,317387.0409,307490.1869,325556.8516,323883.0633,320839.605,345486.5218
[ST(3:0)]estra-1_3_5(10)-triene-2_4_17beta-triol,428529.2289,228506.8774,305336.1534,38103.35959,103241.4656,139578.5189,53639.37576,74138.08317,77794.82106,144246.6281,102994.3165,159475.6201,28157.48004,53996.43754,29196.13059,992195.6768,537612.755,644857.3918,29985.6078,41191.17047,21692.27609,117995.304,124968.5699,86296.77162,44326.66498,74845.12712,26447.80906,36050.11988,64515.64025,72228.99108
1(2H)-Isoquinolinone,355188.8967,840381.6695,527170.5422,67423.92423,78049.78941,5773.866796,64454.45009,35002.26615,12830.36934,86524.08092,78405.14402,92981.71743,136764.1718,71113.04128,164258.5445,789070.5177,424294.8979,710825.4324,30974.47582,45703.40328,42651.12202,123403.7674,774211.6927,87361.27986,38663.13711,238534.6415,132818.9476,79982.88833,156485.8928,306276.0894
1_2_4-Trimethylbenzene,2897992.361,3849483.732,1021617.98,333956.8607,797878.56,1845534.245,125122.1514,275976.4704,178044.3321,145509.9795,167575.4381,67052.80914,331535.6829,60766.5526,157035.4827,672256.41,675733.8555,771052.5409,99211.73225,53169.79037,123120.2751,659401.0093,646723.2025,625622.4191,34108.94497,84172.78161,82492.91176,74782.05448,334145.7624,49841.8967
1_3_5-Trihydroxyxanthone,7433.787169,6299.796846,5657.342491,4351.145693,3081.707503,4368.347023,18072.335,4728.577829,2361.093414,18357.98856,19031.52834,5914.840363,4595.971473,9165.054492,11918.02121,11439.92699,9274.302856,14958.13907,1807.735425,3428.975556,2744.930615,9719.318411,9431.882148,7946.704113,2429.145241,4009.121223,4147.502175,4450.682578,5557.310485,7836.860495
1_3_8-Naphthalenertriol,63667.83297,262789.0413,19850.16842,62557.10607,81115.10833,20350.85141,24523.95678,14489.38092,8888.771643,80603.64119,76534.2451,29346.16834,58378.247,26012.359,22299.34475,123235.0989,300074.7883,60535.3968,7732.615564,6341.409378,12935.21142,193172.2467,124604.9631,145604.7765,18562.72197,25729.45885,19890.8985,30489.08711,24016.75245,23959.7688
1_4-Lactone,319989.3419,291058.8226,252986.3319,86312.32825,80260.14655,49663.40328,65032.73639,46808.27626,24881.87974,45627.3051,51857.31946,78341.35685,77634.35508,71933.58808,43414.28438,1964886.202,351739.1251,1514282.927,60715.44579,20204.65454,28685.96942,362882.9658,280111.4273,146118.6455,22782.79836,997586.6763,114612.4106,62694.65916,4935987.548,2627614.241
1_5-Anhydro-D-mannitol,1763385.019,255326.0665,166793.2124,5155.072363,2199.523806,29748.45553,46097.88466,13362.50857,3440.192096,6016.975002,8799.518555,3687.784004,5383.633758,2383.278291,3049.128705,139612.497,126747.7887,837068.5115,66623.82497,39033.04429,105830.003,2187070.431,1988056.873,552461.2786,25999.97937,17570.77224,11127.9174,36794.94026,20399.02205,43766.32595
1_6_6-Trimethyl-2_7-dioxabicyclo[3.2.2]nonan-3-one,237869.3784,152905.6538,100086.2058,98085.37943,62946.43922,123193.7617,39413.12512,23144.76429,4073.283759,56466.76891,65295.7605,51395.52125,54713.77283,89441.09757,51692.82214,337273.4705,292098.6344,341559.7204,2714.219987,15951.70864,11047.55839,620542.7623,613163.0911,228624.6359,24994.55216,82362.38138,99437.81936,36619.83218,15853.53247,53220.40046
10-Nitrolinoleate,755127.7341,768923.7101,638928.8768,30674.72128,38621.57355,384708.0065,9060.714782,13561.20313,15633.7326,14935.26494,14843.44156,10150.22014,17481.03989,12628.63677,7939.625548,28291.39813,48510.65066,216767.1841,28428.5049,9911.734423,38348.51571,133041.6837,146943.0244,152386.0914,40704.13642,70714.59816,24651.31542,53506.41463,206078.9441,76658.47583
