Domain,Phylum,Class,Order,Family,Genus,Species,#NAME,Sediment,,,Water,,,,Algae,,,,,,,,,
,,,,,,,,DSD,PSD,CSD,DW,GIW,PW,CW,CDd,CPa,CSp,DPa,DSp,GIDd,GIPa,GISp,PPa,PSp
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,unclassified Endozoicomonas,Endozoicomonas sp. G2_1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio coralii,Enterovibrio coralii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio norvegicus,Enterovibrio norvegicus,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
Bacteria,Actinobacteria,Nitriliruptoria,Euzebyales,Euzebyaceae,Euzebya,Euzebya tangerina,Euzebya tangerina,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas aestuarii,Ferrimonas aestuarii,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas balearica,Ferrimonas balearica,0,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas lipolytica,Ferrimonas lipolytica,0,24,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas marina,Ferrimonas marina,0,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas senticii,Ferrimonas senticii,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Flavilitoribacter,Flavilitoribacter nigricans,Flavilitoribacter nigricans,0,0,0,0,0,0,1,2,0,0,0,0,1,0,4,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium aurantiibacter,Flavobacterium aurantiibacter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium croceum,Flavobacterium croceum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium faecale,Flavobacterium faecale,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium jumunjinense,Flavobacterium jumunjinense,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium micromati,Flavobacterium micromati,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium pectinovorum,Flavobacterium pectinovorum,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium profundi,Flavobacterium profundi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,Flavobacterium psychrophilum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium salmonis,Flavobacterium salmonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp. 11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp. 17A,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp. CECT 9288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp. CJ74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp. CYK-55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp. LS1R10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp. P3160,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unclassified Flavobacterium,Flavobacterium sp. SHINM13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,Fulvivirga aurantia,Fulvivirga aurantia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes/Chlorobi group,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,Fulvivirga imtechensis,Fulvivirga imtechensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,unclassified Fulvivirga,Fulvivirga sp. 1062,0,0,60,0,0,0,2,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes/Chlorobi group,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,unclassified Fulvivirga,Fulvivirga sp. 29W222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Cytophagia,Cytophagales,Fulvivirgaceae,Fulvivirga,unclassified Fulvivirga,Fulvivirga sp. M361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Geminicoccus,Geminicoccus roseus,Geminicoccus roseus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,Gemmobacter straminiformis,Gemmobacter straminiformis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Hahella ganghwensis,Hahella ganghwensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus japonicus,Halioglobus japonicus,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus maricola,Halioglobus maricola,0,7,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus pacificus,Halioglobus pacificus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus sediminis,Halioglobus sediminis,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas aquamarina,Halomonas aquamarina,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas caseinilytica,Halomonas caseinilytica,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas chromatireducens,Halomonas chromatireducens,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas coralii,Halomonas coralii,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas denitrificans,Halomonas denitrificans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas gudaonensis,Halomonas gudaonensis,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas halmophila,Halomonas halmophila,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas halophila,Halomonas halophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas hamiltonii,Halomonas hamiltonii,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas hydrothermalis,Halomonas hydrothermalis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas icarae,Halomonas icarae,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas jeotgali,Halomonas jeotgali,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas lysinitropha,Halomonas lysinitropha,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas massiliensis,Halomonas massiliensis,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas muralis,Halomonas muralis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas organivorans,Halomonas organivorans,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas populi,Halomonas populi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas rituensis,Halomonas rituensis,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas smyrnensis,Halomonas smyrnensis,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sulfidaeris,Halomonas sulfidaeris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas taeanensis,Halomonas taeanensis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas titanicae,Halomonas titanicae,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas xinjiangensis,Halomonas xinjiangensis,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. 15WGF,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. A40-4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. ATBC28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. BN3-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. DP1Y21-3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. DP5Y7-2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. G5-11,0,0,0,0,0,0,0,0,1,2,2,3,0,2,0,0,3
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. GDM18,0,0,0,0,0,0,0,1,3,1,2,1,1,4,1,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. JS92-SW72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. JSM 104105,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. KAO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. KO116,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. M5N1S17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. MES3-P3E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. ND22Bw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. S2151,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. SF2003,0,0,0,0,0,0,0,3,5,4,5,6,1,6,3,2,3
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. TD01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,unclassified Halomonas,Halomonas sp. THAF12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Hyunsoonleella,Hyunsoonleella pacifica,Hyunsoonleella pacifica,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Hyunsoonleella,unclassified Hyunsoonleella,Hyunsoonleella sp. HU1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter coccineus,Ilumatobacter coccineus,0,0,59,2,0,0,0,2,0,0,0,21,1,7,4,0,0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter fluminis,Ilumatobacter fluminis,0,10,24,9,1,0,0,2,0,0,1,55,3,6,2,0,0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,Ilumatobacter nonamiensis,Ilumatobacter nonamiensis,0,0,20,0,0,0,0,2,0,0,0,4,0,5,1,0,0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter,unclassified Ilumatobacter,Ilumatobacter sp.,0,0,0,3,0,0,0,0,0,0,0,4,0,2,1,0,0
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Ilyobacter,Ilyobacter polytropus,Ilyobacter polytropus,0,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Kiloniellaceae,Kiloniella,Kiloniella litopenaei,Kiloniella litopenaei,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia jejudonensis,Kordia jejudonensis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,unclassified Kordia,Kordia sp. SMS9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix arctica,Leucothrix arctica,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix pacifica,Leucothrix pacifica,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix sargassi,Leucothrix sargassi,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella agarilytica,Lewinella agarilytica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella aquimaris,Lewinella aquimaris,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella aurantiaca,Lewinella aurantiaca,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella cohaerens,Lewinella cohaerens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella lacunae,Lewinella lacunae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella persica,Lewinella persica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,unclassified Lewinella,unclassified Lewinella sp. 4G2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes/Chlorobi group,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,unclassified Lewinella,unclassified Lewinella sp. IMCC34183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,Limimaricola cinnabarinus,Limimaricola cinnabarinus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,Limimaricola soesokkakensis,Limimaricola soesokkakensis,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,Litoricola lipolytica,Litoricola lipolytica,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,Lutibacter citreus,Lutibacter citreus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,unclassified Lutibacter,Lutibacter sp. HS1-25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas,Lutimonas saemankumensis,Lutimonas saemankumensis,0,65,502,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter antarcticus,Maribacter antarcticus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter aquivivus,Maribacter aquivivus,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter arenosus,Maribacter arenosus,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter aurantiacus,Maribacter aurantiacus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter dokdonensis,Maribacter dokdonensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter vaceletii,Maribacter vaceletii,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,unclassified Maribacter,Maribacter sp. 4U21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,unclassified Maribacter,Maribacter sp. 6B07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,unclassified Maribacter,Maribacter sp. ACAM166,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,unclassified Maribacter,Maribacter sp. HTCC2170,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,unclassified Maribacter,Maribacter sp. MJ134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,unclassified Maribacter,Maribacter sp. RZ26,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinimicrobium,Marinimicrobium agarilyticum,Marinimicrobium agarilyticum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium jannaschii,Marinobacterium jannaschii,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium lutimaris,Marinobacterium lutimaris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
