Domain,Phylum,Class,Order,Family,Genus,Species,#NAME,Sediment,,,Water,,,,Algae,,,,,,,,,
,,,,,,,,DSD,PSD,CSD,DW,GIW,PW,CW,CDd,CPa,CSp,DPa,DSp,GIDd,GIPa,GISp,PPa,PSp
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,unclassified Glaciecola,Glaciecola sp. 33A,0,0,0,0,0,0,1,1,0,0,0,0,3,0,4,0,4
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,unclassified Glaciecola,Glaciecola sp. HTCC2999,0,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,unclassified Glaciecola,Glaciecola sp. KUL10,0,0,0,0,0,1,10,0,0,0,0,0,1,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,unclassified Glaciecola,Glaciecola sp. MH2013,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,unclassified Glaciecola,Glaciecola sp. XM2,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,Granulosicoccus antarcticus,Granulosicoccus antarcticus,0,0,0,0,0,0,0,0,0,1,0,2,12,0,1,3,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Gynuella,Gynuella sunshinyii,Gynuella sunshinyii,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Chitinophagia,Chitinophagales,Chitinophagaceae,Gynurincola,Gynurincola endophyticus,Gynurincola endophyticus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium,Halochromatium salexigens,Halochromatium salexigens,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Prochlorotrichaceae,Halomicronema,unclassified Halomicronema,Halomicronema sp. CCY15110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,Halopseudomonas litoralis,Halopseudomonas litoralis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halovenus,Halovenus carboxidivorans,Halovenus carboxidivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halovibrio,Halovibrio variabilis,Halovibrio variabilis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Hasllibacter,unclassified Hasllibacter,Hasllibacter sp. MH4015,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Maricaulales,Robiginitomaculaceae,Hellea,Hellea balneolensis,Hellea balneolensis,0,0,0,0,0,25,0,17,0,2,0,5,214,0,3,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Henriciella,Henriciella aquimarina,Henriciella aquimarina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Henriciella,Henriciella mobilis,Henriciella mobilis,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum robiniae,Herbaspirillum robiniae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon,Herpetosiphon geysericola,Herpetosiphon geysericola,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Chloroflexi,Chloroflexia,Herpetosiphonales,Herpetosiphonaceae,Herpetosiphon,Herpetosiphon giganteus,Herpetosiphon giganteus,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hirschia,Hirschia baltica,Hirschia baltica,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hirschia,Hirschia maritima,Hirschia maritima,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Humibacillus,Humibacillus xanthopallidus,Humibacillus xanthopallidus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hwanghaeella,Hwanghaeella grinnelliae,Hwanghaeella grinnelliae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Hwanghaeicola,Hwanghaeicola aestuarii,Hwanghaeicola aestuarii,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pleurocapsales,Hyellaceae,Hyella,Hyella patelloides,Hyella patelloides,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,unclassified Hyphomicrobiales,Hyphomicrobiales bacterium,Hyphomicrobiales bacterium,Hyphomicrobiales bacterium,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,unclassified Hyphomicrobium,Hyphomicrobium sp.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas beringensis,Hyphomonas beringensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas johnsonii,Hyphomonas johnsonii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,Hyphomonas pacifica,Hyphomonas pacifica,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,unclassified Hyphomonas,Hyphomonas sp. BRH_c22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,unclassified Hyphomonas,Hyphomonas sp. Mor2,0,0,25,0,0,15,0,4,0,0,0,1,0,0,0,0,0
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,unclassified Iamia,Iamia sp. SCSIO 61187,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,unclassified Ignavibacteriae,Ignavibacteriae bacterium,Ignavibacteriae bacterium,Ignavibacteriae bacterium,Ignavibacteriae bacterium,Ignavibacteriae bacterium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Chitinophagia,Chitinophagales,Chitinophagaceae,Ilyomonas,Ilyomonas limi,Ilyomonas limi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,Imtechella halotolerans,Imtechella halotolerans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,unclassified Inquilinus,Inquilinus sp. Marseille-Q2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,PVC group,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,Jannaschia aquimarina,Jannaschia aquimarina,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,Jannaschia formosa,Jannaschia formosa,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,Jannaschia helgolandensis,Jannaschia helgolandensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,Jannaschia marina,Jannaschia marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,Jannaschia pohangensis,Jannaschia pohangensis,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,Jannaschia rubra,Jannaschia rubra,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,Jannaschia seohaensis,Jannaschia seohaensis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,unclassified Jannaschia,Jannaschia sp. CCS1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,unclassified Jannaschia,Jannaschia sp. EhC01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Jannaschia,unclassified Jannaschia,Jannaschia sp. Os4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Jejuia,Jejuia pallidilutea,Jejuia pallidilutea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jhaorihella,Jhaorihella thermophila,Jhaorihella thermophila,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinomycetia,Jiangellales,Jiangellaceae,Jiangella,Jiangella asiatica,Jiangella asiatica,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Joostella,Joostella marina,Joostella marina,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Kangiellales,Kangiellaceae,Kangiella,unclassified Kangiella,Kangiella sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Kangiellales,Kangiellaceae,Kangiella,unclassified Kangiella,Kangiella sp. HZ709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Kangsaoukella,Kangsaoukella pontilimi,Kangsaoukella pontilimi,0,14,109,0,0,4,0,2,2,0,1,1,0,0,0,8,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Parvibaculaceae,Kaustia,Kaustia mangrovi,Kaustia mangrovi,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Ketobacter,unclassified Ketobacter,Ketobacter sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Kineobactrum,Kineobactrum salinum,Kineobactrum salinum,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,PVC group,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,unclassified Kiritimatiellaceae,Kiritimatiellaceae bacterium,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,PVC group,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,unclassified Kiritimatiellaceae,Kiritimatiellaceae bacterium TMED266,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella,Klebsiella pneumoniae,0,4,9,0,0,0,1,0,0,0,0,0,1,1,1,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella/Raoultella group,Klebsiella,Klebsiella quasipneumoniae,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia aerolata,Knoellia aerolata,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Knoellia,Knoellia sinensis,Knoellia sinensis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,Haliangium ochraceum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Bacteria,Proteobacteria,delta/epsilon subdivisions,Deltaproteobacteria,Myxococcales,Kofleriaceae,unclassified Kofleriaceae,Kofleriaceae bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,unclassified Kordiimonadales,Kordiimonadales bacterium,Kordiimonadales bacterium,Kordiimonadales bacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,unclassified Ktedonobacter,Ktedonobacter sp. SOSP1-52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,Kushneria indalinina,Kushneria indalinina,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Kushneria,Kushneria marisflavi,Kushneria marisflavi,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Labilibacter,Labilibacter sediminis,Labilibacter sediminis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,unclassified Labrenzia,Labrenzia sp. THAF82,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Labrenzia,unclassified Labrenzia,Labrenzia sp. VG12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Lacimicrobium,Lacimicrobium alkaliphilum,Lacimicrobium alkaliphilum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,unclassified Lacinutrix,Lacinutrix sp. Hel_I_90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Adhaeretor,Adhaeretor mobilis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Botrimarina,Botrimarina colliarenosi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,PVC group,Planctomycetes,Planctomycetia,Pirellulales,Lacipirellulaceae,Bythopirellula,Bythopirellula goksoyri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,Leisingera aquimarina,Leisingera aquimarina,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Lentilitoribacter,unclassified Lentilitoribacter,Lentilitoribacter sp. Alg239-R112,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Bacteria,Bacteroidetes/Chlorobi group,Bacteroidia,Bacteroidales,Lentimicrobiaceae,Lentimicrobium,Lentimicrobium saccharophilum,Lentimicrobium saccharophilum,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,PVC group,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Lentisphaera araneosa,0,0,0,0,27,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,PVC group,Lentisphaerae,unclassified Lentisphaerae,Lentisphaerae bacterium GWF2_44_16,Lentisphaerae bacterium GWF2_44_17,Lentisphaerae bacterium GWF2_44_18,Lentisphaerae bacterium GWF2_44_19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,PVC group,Lentisphaerae,unclassified Lentisphaerae,Lentisphaerae bacterium GWF2_52_8,Lentisphaerae bacterium GWF2_52_9,Lentisphaerae bacterium GWF2_52_10,Lentisphaerae bacterium GWF2_52_11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bacteria,PVC group,Lentisphaerae,unclassified Lentisphaerae,Lentisphaerae bacterium GWF2_57_35,Lentisphaerae bacterium GWF2_57_36,Lentisphaerae bacterium GWF2_57_37,Lentisphaerae bacterium GWF2_57_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leptobacterium,Leptobacterium flavescens,Leptobacterium flavescens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya ectocarpi,Leptolyngbya ectocarpi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya foveolarum,Leptolyngbya foveolarum,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya,Leptolyngbya sp. 'hensonii',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya,Leptolyngbya sp. 7M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya,Leptolyngbya sp. BC1307,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya,Leptolyngbya sp. FACHB-671,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya,Leptolyngbya sp. Heron Island J,0,0,0,0,0,0,0,4,0,0,0,2,2,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya,Leptolyngbya sp. IPPAS B-1204,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya,Leptolyngbya sp. PCC 7375,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,unclassified Leptolyngbya,Leptolyngbya sp. PCC 7376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira interrogans,Leptospira interrogans,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptothoe,Leptothoe kymatousa,Leptothoe kymatousa,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Leptolyngbyaceae,Leptothoe,Leptothoe spongobia,Leptothoe spongobia,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Lichenicola,Lichenicola cladoniae,Lichenicola cladoniae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans curvus,Limnohabitans curvus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans planktonicus,Limnohabitans planktonicus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacteria,Cyanobacteria/Melainabacteria group,Cyanobacteria,Pseudanabaenales,Pseudanabaenaceae,Limnothrix,Limnothrix rosea,Limnothrix rosea,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Lipingzhangella,Lipingzhangella halophila,Lipingzhangella halophila,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Litoreibacter,Litoreibacter arenae,Litoreibacter arenae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Litoreibacter,Litoreibacter janthinus,Litoreibacter janthinus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Litoreibacter,Litoreibacter meonggei,Litoreibacter meonggei,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Litoreibacter,Litoreibacter ponti,Litoreibacter ponti,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Litoreibacter,Litoreibacter roseus,Litoreibacter roseus,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0
Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,Litorilinea aerophila,Litorilinea aerophila,0,0,0,0,0,0,0,2,0,5,0,1,3,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Maricaulales,Robiginitomaculaceae,Litorimonas,Litorimonas cladophorae,Litorimonas cladophorae,0,0,0,0,0,13,2,1,0,0,0,2,25,0,2,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Maricaulales,Robiginitomaculaceae,Litorimonas,Litorimonas taeanensis,Litorimonas taeanensis,0,0,0,0,0,270,0,1,0,1,0,0,10,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Litorivita,Litorivita pollutaquae,Litorivita pollutaquae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,Loktanella ponticola,Loktanella ponticola,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,unclassified Loktanella,Loktanella sp. Alg231-35,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,unclassified Loktanella,Loktanella sp. S4079,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus,Luminiphilus syltensis,Luminiphilus syltensis,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteroidetes/Chlorobi group,Flavobacteriia,Flavobacteriales,Luteibaculaceae,Luteibaculum,Luteibaculum oceani,Luteibaculum oceani,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas gilva,Luteimonas gilva,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Lutimaribacter,Lutimaribacter pacificus,Lutimaribacter pacificus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Lutimaribacter,Lutimaribacter saemankumensis,Lutimaribacter saemankumensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
